"Provincia","Nombre","Dirección","Gasolina 95","Gasolina 98","Gasoleo A"
"Palencia","REPSOL","CARRETERA CL626 KM. 18,400, SANTIBAÑEZ DE LA PEÑA","1,309€","1,439€","1,259€"
"Palencia","REPSOL","AVENIDA REYES CATOLICOS, 2, SALDAÑA","1,319€","1,429€","1,269€"
"Palencia","REPSOL","AUTOVIA A 62 KM. 69, TORQUEMADA","1,329€","1,469€","1,289€"
"Palencia","REPSOL","AUTOVIA A-231.BURGOS-LEON KM. 99, VILLAHERREROS","1,299€","1,449€","1,259€"
"Palencia","REPSOL","CARRETERA N- 611 KM. 80,6, HERRERA DE PISUERGA","1,279€","1,379€","1,239€"
"Palencia","REPSOL","AUTOVIA A-62 KM. 88,850, DUEÑAS","1,329€","1,459€","1,289€"
"Palencia","REPSOL","CARRETERA N-620 KM. 88,9, DUEÑAS","1,329€","1,469€","1,289€"
"Palencia","REPSOL","CARRETERA C-615 KM. 2,3, PALENCIA","1,299€","1,399€","1,289€"
"Palencia","REPSOL","CL CRTA. DE BURGOS, 19, VENTA DE BAÑOS","1,329€","1,449€","1,289€"
"Palencia","REPSOL","CALLE GUIPUZCOA, 5, PALENCIA","1,269€","€","1,249€"
"Palencia","REPSOL","CALLE FRANCIA, 52, PALENCIA","1,319€","1,419€","1,299€"
"Palencia","REPSOL","AVENIDA INGENIERO RIVERA, 0, FROMISTA","1,269€","€","1,239€"
"Palencia","REPSOL","CR A-62, 62,5, TORQUEMADA","1,329€","1,469€","1,289€"
"Palencia","REPSOL","CARRETERA N- 611 KM. 80,6, HERRERA DE PISUERGA","1,139€","1,269€","1,029€"
"Palencia","REPOSTAR","C/LOS TORNEROS 61, PALENCIA","1,269€","1,399€","1,199€"
"Palencia","PROPENOR","CARRETERA PALENCIA-SANTANDER KM. 90, ALAR DEL REY","1,289€","1,389€","1,259€"
"Palencia","PETROCORNER LOS CHOPOS","CARRETERA SANTANDER KM. 59, OSORNO","1,269€","€","1,199€"
"Palencia","LOS LINARES","AGUILAR-BARRUELO km 13,3, BARRUELO DE SANTULLAN","1,296€","€","1,246€"
"Palencia","LAS LAGUNAS","CARRETERA N-620 KM. 61, TORQUEMADA","1,349€","€","1,299€"
"Palencia","LA MOTA","CARRETERA PALENCIA KM. 28,8, ASTUDILLO","1,320€","€","1,240€"
"Palencia","J.L.SARDINA S.L.","CARRETERA C-627 (BURGOS-POTES) KM. 107,7, CERVERA DE PISUERGA","1,309€","1,429€","1,269€"
"Palencia","IDS","POLIGONO INDUSTRIAL, 88, VILLAMURIEL DE CERRATO","€","€","1,344€"
"Palencia","GRUPO HERAS","AVENIDA CONSTITUCION, 11, SALDAÑA","1,309€","€","1,229€"
"Palencia","GASEXPRESS","AVENIDA CUBA, 27, PALENCIA","1,269€","€","1,199€"
"Palencia","GALP","POLIGONO EL ARRIERO, S/N, VILLAMURIEL DE CERRATO","1,319€","€","1,269€"
"Palencia","GALP","AVENIDA CUBA, 25, PALENCIA","1,289€","1,389€","1,279€"
"Palencia","GALP","CTRA. N-620 km 56,500, QUINTANA DEL PUENTE","1,319€","1,459€","1,259€"
"Palencia","E.S SHELL VILLARRAMIEL","P-942 km 1,2, VILLARRAMIEL","1,329€","€","1,299€"
"Palencia","COBASGUAR","POLIGONO CAMPONDON, 71, GUARDO","1,244€","€","1,204€"
"Palencia","CEPSA","AUTOVIA 62 KM. 64,300, TORQUEMADA","1,339€","1,479€","1,289€"
"Palencia","CEPSA","CARRETERA C-615 PALENCIA-GUARDO KM. 2,400, GRIJOTA","1,319€","1,419€","1,299€"
"Palencia","CEPSA","CARRETERA N-620A KM. 42,9, VILLODRIGO","1,364€","1,479€","1,299€"
"Palencia","CEPSA","CARRETERA N-611 KM. 10,9, PALENCIA","1,304€","1,419€","1,249€"
"Palencia","CEPSA","AVENIDA VALLADOLID, S/N, AMPUDIA","1,349€","€","1,275€"
"Palencia","CEPSA","A-62 km 41,6, VILLODRIGO","1,329€","1,444€","1,269€"
"Palencia","CEPSA","AUTOVIA A-67, SALIDA KM. 94, BECERRIL DEL CARPIO","1,299€","€","1,269€"
"Palencia","CEPSA","CALLE POLIGONO AGUILAR II, 42, AGUILAR DE CAMPOO","1,299€","€","1,269€"
"Palencia","CARREFOUR","AVENIDA DE MADRID, 37, PALENCIA","1,289€","1,409€","1,239€"
"Palencia","CAR-AN ENERGETICOS","AVENIDA MANUELA RIZO, S/N, CARRION DE LOS CONDES","1,289€","€","1,235€"
"Palencia","CAMPSA","AVENIDA CARMEN, 25, BUENAVISTA DE VALDAVIA","1,139€","€","1,029€"
"Palencia","BEROIL","POLIGONO POLIGONO INDUSTRIAL NAVE 80, 80, PAREDES DE NAVA","1,309€","€","1,229€"
"Palencia","BEROIL","POLIGONO AGUILAR DE CAMPOO, 121, AGUILAR DE CAMPOO","1,309€","€","1,219€"
"Palencia","BEROIL","CARRETERA CARRETERA DE SANTANDER KM. 12,3, PALENCIA","1,249€","€","1,169€"
"Palencia","AVIA","CR C-615, 96,4, GUARDO","1,309€","1,439€","1,259€"
"Palencia","AVIA","AUTOVIA PALENCIA-MAGAZ KM. 5,5, VILLAMURIEL DE CERRATO","1,287€","1,423€","1,248€"
"Palencia","AVIA","AVENIDA ANDALUCÍA, 180, PALENCIA","1,287€","1,438€","1,248€"
"Palencia","AVIA","AUTOVIA PALENCIA-MAGAZ KM. 5,5, VILLAMURIEL DE CERRATO","1,287€","1,423€","1,248€"
"Palmas (Las)","TGAS TAHICHE II","CARRETERA C-ARRECIFE-TAHICHE KM 2 KM. 2, TEGUISE","1,119€","1,219€","1,059€"
"Palmas (Las)","TGAS TAHICHE I","CARRETERA C-ARRECIFE-TAHICHE KM 2 KM. 2, TEGUISE","1,119€","1,219€","1,059€"
"Palmas (Las)","TEXACO","CALLE CRUZ DE FERRER, 10, HARIA","1,131€","1,195€","1,069€"
"Palmas (Las)","SPL","CARRETERA CRTA. DE LAS PLAYAS KM 0,6 KM. 0,6, TIAS","1,109€","1,229€","1,056€"
"Palmas (Las)","SPL","CARRETERA CR LZ-2 ARRECIFE-YAIZA,P.K.6,7KM KM. 6,7, TIAS","1,102€","1,172€","1,058€"
"Palmas (Las)","SPL","CARRETERA CR LZ-2 ARRECIFE-YAIZA,P.K.6,7KM KM. 6,7, TIAS","1,102€","1,172€","1,058€"
"Palmas (Las)","SPL","CARRETERA CR LZ-40 KM 0,6(LZ-40KM1) KM. 0,6, TIAS","1,109€","1,229€","1,056€"
"Palmas (Las)","SHELL VEGUETA","CALLE ALCALDE DIAZ SAAVEDRA NAVARRO, 44, PALMAS DE GRAN CANARIA (LAS)","1,096€","1,231€","0,995€"
"Palmas (Las)","SHELL TOMAS MORALES","PASEO TOMS MORALES, 94, PALMAS DE GRAN CANARIA (LAS)","1,089€","1,209€","0,989€"
"Palmas (Las)","SHELL TELDE","AVENIDA DE LA CONSTITUCION, 1, TELDE","1,081€","1,268€","0,979€"
"Palmas (Las)","SHELL SANTA LUCIA","AVENIDA DEL ATLANTICO, S/N, SANTA LUCIA","1,075€","1,265€","0,969€"
"Palmas (Las)","SHELL SAN MATEO","CALLE LA VEGUETILLA, 55, VEGA DE SAN MATEO","1,049€","1,212€","0,955€"
"Palmas (Las)","SHELL REHOYAS","CARRETERA GC 200 KM. 16, PALMAS DE GRAN CANARIA (LAS)","1,082€","1,222€","0,982€"
"Palmas (Las)","SHELL PUERTO RICO","C/ TOMAS ROCA BOSH, S/N, PUERTO RICO","1,139€","1,281€","1,039€"
"Palmas (Las)","SHELL MERCALASPALMAS","CARRETERA CTRA. CUESTA RAMON KM. 1, PALMAS DE GRAN CANARIA (LAS)","1,086€","1,189€","0,976€"
"Palmas (Las)","SHELL MASPALOMAS","CARRETERA CARRETERA GENERAL DEL SUR KM. 54, SAN FERNANDO","0,915€","1,035€","0,825€"
"Palmas (Las)","SHELL MASPALOMAS","CARRETERA CARRETERA GC-500 KM. 14,9, SAN BARTOLOME TIRAJANA","1,085€","1,271€","0,989€"
"Palmas (Las)","SHELL MASPALOMAS","CARRETERA CARRETERA GC-500 KM. 14,9, SAN FERNANDO","0,915€","1,035€","0,825€"
"Palmas (Las)","SHELL JUAN GRANDE","AUTOVIA GC-1 KM. 34,6, SAN BARTOLOME TIRAJANA","1,089€","1,200€","0,984€"
"Palmas (Las)","SHELL INGENIO","CALLE JULIANO BONNY, 11, INGENIO","1,089€","1,209€","0,989€"
"Palmas (Las)","SHELL GALDAR","CARRETERA GENERAL Nº 155 KM. 27, GALDAR","1,079€","1,212€","0,959€"
"Palmas (Las)","SHELL FLICK LANZAROTE","CALLE BLAS CABRERA TOPHAN, 78, ARRECIFE","1,109€","1,229€","1,056€"
"Palmas (Las)","SHELL CORRALEJO","CALLE JOSE SEGURA TORRES S/N, 2, CORRALEJO","1,206€","1,288€","1,142€"
"Palmas (Las)","SHELL AUTOVIA ARUCAS","AUTOVIA AUTOVIA ARUCAS S/N KM. 3,5, ARUCAS","1,069€","1,199€","0,989€"
"Palmas (Las)","SHELL ARUCAS","CALLE SUAREZ FRANCHY, 26, ARUCAS","1,069€","1,190€","0,989€"
"Palmas (Las)","SHELL ARRECIFE II","CALLE LEON Y CASTILLO, 194, ARRECIFE","1,109€","1,209€","1,049€"
"Palmas (Las)","SHELL ARRECIFE I","CALLE LEON Y CASTILLO, 194, ARRECIFE","1,109€","1,209€","1,049€"
"Palmas (Las)","SHELL","CALLE PADRE CLARET, 27, VILLA DE MOYA","1,080€","1,209€","0,979€"
"Palmas (Las)","SHELL","AVENIDA DE CANARIAS, 197, SANTA LUCIA","1,081€","1,245€","0,969€"
"Palmas (Las)","SHELL","CARRETERA GENERAL A MORROJABLE KM. 640, PAJARA","1,219€","€","1,155€"
"Palmas (Las)","SHELL","AVENIDA POLIZÓN, 124, AGUIMES","1,077€","1,238€","0,960€"
"Palmas (Las)","SHELL","AVENIDA DE JANDIA, 2, MORRO JABLE","1,212€","1,292€","1,149€"
"Palmas (Las)","SHELL","AVENIDA PASEO LA LIBERTAD S/N, S/N, TUINEJE","1,107€","1,234€","1,038€"
"Palmas (Las)","SANTANA DOMINGUEZ, S.L.","CALLE ISORA 2, ESQUINA LOS MOCANES 10, 2, CARRIZAL","1,107€","1,207€","0,995€"
"Palmas (Las)","SANTANA DOMINGUEZ","CALLE LOS CACTUS, 15, AGUIMES","1,107€","1,207€","0,995€"
"Palmas (Las)","REPSOL","AVENIDA DE ESCALERITAS, 112, PALMAS DE GRAN CANARIA (LAS)","1,079€","1,219€","0,979€"
"Palmas (Las)","REPSOL","AVENIDA ESCALERITAS, S/N, PALMAS DE GRAN CANARIA (LAS)","1,079€","1,219€","0,979€"
"Palmas (Las)","REPSOL","CALLE TENDERETE, S/N, ARRECIFE","1,109€","1,229€","1,056€"
"Palmas (Las)","REPSOL","CR GC-1 P.K. 8 M.I. (SALIDA A PARQ, TELDE","1,089€","1,219€","0,989€"
"Palmas (Las)","REPSOL","CARRETERA SAN LORENZO KM. S/N, PALMAS DE GRAN CANARIA (LAS)","1,079€","1,219€","0,979€"
"Palmas (Las)","REPSOL","CALLE CANAL DERECHA, S/N, POLIGONO RESIDENCIAL DE ARINAGA","1,059€","1,199€","0,969€"
"Palmas (Las)","REPSOL","AVENIDA DE CANARIAS, 360, CASA PASTORES","1,075€","1,215€","0,969€"
"Palmas (Las)","REPSOL","CALLE CASILLAS DEL ANGEL, 132, PUERTO DEL ROSARIO","1,079€","1,209€","0,995€"
"Palmas (Las)","REPSOL","AVENIDA HOYA DE LA GALLINA, S/N, MONTAÑETA (LA)","1,079€","1,219€","0,979€"
"Palmas (Las)","REPSOL","AUTOVIA GC-1 KM. 12,000, TELDE","1,089€","1,209€","0,979€"
"Palmas (Las)","REPSOL","CARRETERA CIRCUNVALACION KM. 4,5, ARRECIFE","1,129€","1,209€","1,069€"
"Palmas (Las)","REPSOL","CALLE GREGORIO MARAÑON, S/N, PALMAS DE GRAN CANARIA (LAS)","1,079€","1,219€","0,979€"
"Palmas (Las)","REPSOL","AVENIDA FEDERICO GARCIA LORCA, 1, PALMAS DE GRAN CANARIA (LAS)","1,082€","1,219€","1,045€"
"Palmas (Las)","REPSOL","AVENIDA DEL ATLANTICO, S/N, VECINDARIO","1,075€","1,215€","0,969€"
"Palmas (Las)","REPSOL","CALLE ANSITE, 33, CRUCE DE ARINAGA","1,079€","1,197€","0,979€"
"Palmas (Las)","REPSOL","CARRETERA LZ-2 ARRECIFE-PLAYA BLANCA KM. S/N, YAIZA","1,121€","1,209€","1,069€"
"Palmas (Las)","REPSOL","CARRETERA CIRCUNVALACION KM. 4,5, ARRECIFE","1,129€","1,209€","1,069€"
"Palmas (Las)","REPSOL","CALLE CL OBISPO VERDUGO, 39, TELDE","1,089€","1,219€","0,989€"
"Palmas (Las)","REPSOL","CALLE CASILLAS DEL ANGEL, 132, PUERTO DEL ROSARIO","0,959€","1,069€","0,859€"
"Palmas (Las)","REPSOL","CARRETERA CARRETERA MOYA-GUÍA KM. 4,800, PALMITAL (EL)","1,099€","1,229€","0,989€"
"Palmas (Las)","REPSOL","CALLE GRANADOS, 50, 50, AGUIMES","1,075€","1,195€","0,969€"
"Palmas (Las)","REPSOL","CARRETERA GARCIA ESCAMEZ 230 KM. 0,300, ARRECIFE","1,109€","1,229€","1,056€"
"Palmas (Las)","REPSOL","CR FV-2 P.K. 11 M.D. ( PUERTO DEL, CALETA DE FUSTE","1,079€","1,229€","0,995€"
"Palmas (Las)","REPSOL","CALLE VELAZQUEZ, 1, TELDE","1,089€","1,209€","0,979€"
"Palmas (Las)","REPSOL","CR FV-1, 2, PUERTO DEL ROSARIO","1,079€","1,229€","0,995€"
"Palmas (Las)","REPSOL","CARRETERA GC-300 KM. 7,6, TELDE","1,089€","1,199€","0,979€"
"Palmas (Las)","REPSOL","CARRETERA DE CHILE KM. 84, PALMAS DE GRAN CANARIA (LAS)","1,109€","1,229€","1,009€"
"Palmas (Las)","REPSOL","AVENIDA MAMERTO CABRERA ESQUINA CALLE LA HOYA, SN, PLAYA HONDA","1,109€","1,229€","1,056€"
"Palmas (Las)","REPSOL","AVENIDA DE CANARIAS, 360, CASA PASTORES","0,959€","1,059€","0,869€"
"Palmas (Las)","PUERTO RICO, S.A","MUELLE AVENIDA JUAN DIAZ RODRIGUEZ S/N, S/N, ALMACIGOS (LOS)","1,129€","1,219€","1,039€"
"Palmas (Las)","PCAN GASOLINERA GIL","CALLE ALMIRANTE LALLERMAND, 31, PUERTO DEL ROSARIO","1,062€","1,155€","0,995€"
"Palmas (Las)","PCAN ARRIETA","CARRETERA GENERAL DEL NORTE KM. 16,1, ARRIETA","1,099€","1,159€","1,009€"
"Palmas (Las)","PCAN","CALLE SAN BLAS, 15, TIAS","1,103€","1,173€","1,059€"
"Palmas (Las)","PCAN","CARRETERA LOS CASTILLOES KM. S/N, CASTILLOS (LOS)","1,078€","1,189€","0,988€"
"Palmas (Las)","PCAN","POLIGONO EL TABLERO, S/N, TABLERO (EL)","1,080€","1,199€","0,989€"
"Palmas (Las)","OCÉANO","CALLE ALEGRIA, 2, GARITA (LA)","1,058€","1,186€","0,959€"
"Palmas (Las)","OCÉANO","CALLE GARLOPA, 41, AGUIMES","1,095€","1,186€","0,959€"
"Palmas (Las)","MERCASOSA","CALLE PROFESOR JUAN TADEO CABRERA, 20, PUERTO DEL ROSARIO","1,063€","1,230€","0,996€"
"Palmas (Las)","MARINA RUBICON-DISA RED","CALLE BERRUGO EL, 2, PLAYA BLANCA","1,117€","1,199€","1,079€"
"Palmas (Las)","MARINA PUERTO CALERO","CALLE PANTALANES LOS, S/N, PUERTO CALERO","1,217€","€","1,158€"
"Palmas (Las)","LOMO LOS FRAILES","AVENIDA CESAR MANRIQUE, 1, TAMARACEITE","1,109€","1,229€","1,004€"
"Palmas (Las)","ESTACION PLAYA BLANCA","CARRETERA ARRECIFE-PLAYA BLANCA KM. 34, YAIZA","1,099€","1,169€","1,059€"
"Palmas (Las)","E.S.YAIZA","CARRETERA YAIZA A MONTAÑA DEL FUEGO KM2 KM. 2, YAIZA","1,149€","1,239€","1,089€"
"Palmas (Las)","E.S. AQUI SI TARAHALES","CARRETERA LOS TARAHALES KM. S/N, PALMAS DE GRAN CANARIA (LAS)","1,076€","1,196€","0,975€"
"Palmas (Las)","E.S. AQUI SI SHELL SCHAMANN","PASEO JOSE ANTONIO, 89, PALMAS DE GRAN CANARIA (LAS)","1,076€","1,196€","0,975€"
"Palmas (Las)","E.S. AQUI SI MILLER BAJO","CALLE LUIS CORREA MEDINA, 19, PALMAS DE GRAN CANARIA (LAS)","1,076€","1,196€","0,975€"
"Palmas (Las)","E.S. AQUI SI DISA VEGUETA","CALLE EUFEMIANO JURADO, 4, PALMAS DE GRAN CANARIA (LAS)","1,076€","1,196€","0,975€"
"Palmas (Las)","DISA VALTERRA","CL BENITO PEREZ GALDOS, 75, ARRECIFE","1,109€","1,229€","1,056€"
"Palmas (Las)","DISA TEGUISE GOLF","AVENIDA CAMPO DE GOLF, S/N, TEGUISE","1,129€","1,229€","1,069€"
"Palmas (Las)","DISA TARAHALES I","CARRETERA LOS TARAHALES KM. S/N, PALMAS DE GRAN CANARIA (LAS)","1,079€","1,219€","0,979€"
"Palmas (Las)","DISA TAMARACEITE","GLORIETA ACCESO SUR TAMARACEITE, 4, ALMATRICHE","1,079€","1,209€","0,979€"
"Palmas (Las)","DISA SECUNDINO ALONSO","CALLE SECUNDINO ALONSO, 26, PUERTO DEL ROSARIO","1,063€","1,263€","0,996€"
"Palmas (Las)","DISA RIO CABRAS","AUTOVIA PUERTO DEL ROSARIO-CALETA DE FUSTE KM. 3,5, PUERTO DEL ROSARIO","1,063€","1,281€","0,996€"
"Palmas (Las)","DISA PUNTO FIELATO","CALLE REYES CATOLICOS, 2, TELDE","1,082€","1,268€","0,979€"
"Palmas (Las)","DISA PUERTO DEL CARMEN","CALLE JUAN CARLOS I, 23, PUERTO DEL CARMEN","1,103€","1,162€","1,059€"
"Palmas (Las)","DISA PUERTO DE LA LUZ","AVENIDA DE LAS PETROLIFERAS, S/N, PALMAS DE GRAN CANARIA (LAS)","1,049€","1,206€","0,969€"
"Palmas (Las)","DISA NUEVA AEROPUERTO","CARRETERA ARRECIFE A AEROPUERTO KM. 1,4, ARRECIFE","1,129€","1,229€","1,069€"
"Palmas (Las)","DISA MUELLE MORRO JABLE","POLIGONO PUERTO MORRO JABLE, S/N, MORRO JABLE","1,193€","1,271€","1,126€"
"Palmas (Las)","DISA MOGAN","CRUCE DE MOGÁN (GENERAL C-812), MOGAN","1,150€","1,268€","1,085€"
"Palmas (Las)","DISA MASPALOMAS","CARRETERA AVENIDA DE MOYA KM. 53,300, SAN FERNANDO","1,109€","1,268€","1,009€"
"Palmas (Las)","DISA LOS MARMOLES","CARRER CARRETERA DE LOA MARMOLES, 138, ARRECIFE","1,109€","1,229€","1,056€"
"Palmas (Las)","DISA LA PARDILLA","AUTOPISTA AUTOPOISTA GC-1 KM. 8, PARDILLA (LA)","1,058€","€","0,959€"
"Palmas (Las)","DISA LA OLIVA","CALLE LLANOS DE LOS BURROS, S/N, OLIVA (LA)","1,063€","1,281€","0,996€"
"Palmas (Las)","DISA LA ALDEA","CALLE DR. FLEMING, 80, SAN NICOLAS DE TOLENTINO","1,086€","1,216€","1,009€"
"Palmas (Las)","DISA JUAN XXIII","AVENIDA JUAN XXIII, 68, PALMAS DE GRAN CANARIA (LAS)","1,089€","1,268€","0,989€"
"Palmas (Las)","DISA JINAMAR","AVENIDA SANTA RITA DE CASIA, S/N, JINAMAR","1,086€","1,189€","0,976€"
"Palmas (Las)","DISA GUIA","LUGAR ALBERCON DE LA VIRGEN, S/N, SANTA MARIA DE GUIA","1,079€","1,268€","0,959€"
"Palmas (Las)","DISA ESCALERITAS","PLAZA HERMANOS MILLARES, S/N, PALMAS DE GRAN CANARIA (LAS)","1,079€","1,212€","0,979€"
"Palmas (Las)","DISA EL SEBADAL","CALLE DR. JUAN DOMINGUEZ PEREZ, 11, PALMAS DE GRAN CANARIA (LAS)","1,059€","1,268€","0,969€"
"Palmas (Las)","DISA EL ROQUE","LUGAR EL ROQUE, 86, TELDE","1,081€","1,268€","0,979€"
"Palmas (Las)","DISA EL MATORRAL","CARRETERA PUERTO ROSARIO - EL CASTILLO KM. 8, CASTILLO (EL)","1,063€","1,263€","0,996€"
"Palmas (Las)","DISA EL DRAGON","CALLE DIEGO VEGA SARMIENTO, 70, PALMAS DE GRAN CANARIA (LAS)","1,089€","1,230€","0,989€"
"Palmas (Las)","DISA EL CARACOL","CARRETERA CARRETERA GENERAL DE TARAJALEJO KM. 16, TARAJALEJO","1,099€","1,231€","1,019€"
"Palmas (Las)","DISA CUATRO PUERTAS","CARRETERA GENERAL DEL GORO KM. S/N, GORO (EL)","1,081€","1,268€","0,981€"
"Palmas (Las)","DISA CRUCE DE MELENARA","CALLE CRUCE MELENARA, S/N, TELDE","1,081€","1,268€","0,979€"
"Palmas (Las)","DISA COSTA TEGUISE","AVENIDA LAS PALMERAS, S/N, COSTA TEGUISE","1,129€","1,229€","1,069€"
"Palmas (Las)","DISA COSTA CALMA","GRAL. JANDIA km 64,5, COSTA CALMA","1,203€","1,281€","1,140€"
"Palmas (Las)","DISA CORRALEJO","AVENIDA NUESTRA SEÑORA DEL CARMEN, 25, CORRALEJO","1,203€","1,281€","1,140€"
"Palmas (Las)","DISA CIRCUNVALACION II","CARRETERA CIRCUNVALACIÒN KM. 0,370, ARRECIFE","1,132€","1,229€","1,071€"
"Palmas (Las)","DISA CIRCUNVALACION I","CARRETERA CIRCUNVALACIÒN KM. 0,370, ARRECIFE","1,132€","1,229€","1,071€"
"Palmas (Las)","DISA CHIL","PASEO DEL CHIL, 303, PALMAS DE GRAN CANARIA (LAS)","1,119€","1,268€","1,019€"
"Palmas (Las)","DISA CARRIZAL","CARLOS V (INGENIO km 1), CARRIZAL","1,089€","1,209€","0,989€"
"Palmas (Las)","DISA BAÑADEROS","AVENIDA LAIRAGA, 36, ARUCAS","1,081€","1,219€","0,979€"
"Palmas (Las)","DISA BALOS","CALLE ALMENDRO, 29, AGUIMES","1,073€","1,193€","0,953€"
"Palmas (Las)","DISA AUTOPISTA KM 21","AUTOPISTA GC-1 KM. 21, AGUIMES","1,088€","1,268€","0,968€"
"Palmas (Las)","DISA AUT.ARINAGA","AUTOPISTA GC-1 KM. 24,350, AGUIMES","1,062€","1,218€","0,945€"
"Palmas (Las)","DISA ARRECIFE","CALLE GARCIA ESCAMEZ, 1, ARRECIFE","1,109€","1,229€","1,056€"
"Palmas (Las)","DISA ALMATRICHE","CARRETERA GENERAL DE ALMATRICHE KM. 48, ALMATRICHE","1,099€","1,257€","1,009€"
"Palmas (Las)","DISA ALCARAVANERAS","CALLE LEON Y CASTILLO, 365, PALMAS DE GRAN CANARIA (LAS)","1,116€","1,268€","1,016€"
"Palmas (Las)","DISA AGUIMES","CALLE JUAN ALVARADO Y SANZ, 79, AGUIMES","1,089€","1,209€","0,989€"
"Palmas (Las)","DISA AEROPUERTO","CARRETERA ARRECIFE A AEROPUERTO KM. 1,6, ARRECIFE","1,129€","1,229€","1,069€"
"Palmas (Las)","DISA EL CHARCO","CALLE ALFONSO XIII, 65, PUERTO DEL ROSARIO","1,063€","1,281€","0,996€"
"Palmas (Las)","DISA","CALLE NESTOR ALAMO, 13, SAN BARTOLOME TIRAJANA","1,099€","1,256€","0,999€"
"Palmas (Las)","DISA","CALLE PRESIDENTE ALVEAR, 22, PALMAS DE GRAN CANARIA (LAS)","0,980€","1,058€","0,898€"
"Palmas (Las)","DISA","CARRETERA GENERAL DEL CENTRO KM. 146, PALMAS DE GRAN CANARIA (LAS)","1,089€","1,238€","0,999€"
"Palmas (Las)","DISA","CALLE TAMARAN, 10, SAN BARTOLOME TIRAJANA","1,174€","€","1,083€"
"Palmas (Las)","DISA","CALLE JUAN CARLOS I, 9, VALSEQUILLO","1,070€","1,192€","0,960€"
"Palmas (Las)","DISA","CARRETERA LA OLIVA KM. 2,7, PUERTO DEL ROSARIO","1,063€","1,230€","0,996€"
"Palmas (Las)","DISA","CARRETERA LA OLIVA KM. 2,7, PUERTO DEL ROSARIO","1,063€","1,230€","0,996€"
"Palmas (Las)","DISA","CALLE IGUAZU, S/N, ARRECIFE","1,129€","1,229€","1,069€"
"Palmas (Las)","DISA","GC-740 a Tinajo km 7,7, SAN BARTOLOME","1,129€","1,229€","1,069€"
"Palmas (Las)","DISA","CALLE ALEGRIA, 35, SAN ANTONIO","1,058€","1,187€","0,959€"
"Palmas (Las)","DISA","CALLE BLAS CABRERA FELIPE FISICO, 26, PALMAS DE GRAN CANARIA (LAS)","1,089€","1,244€","0,999€"
"Palmas (Las)","DISA","CALLE ROSIANA, 34, SANTA LUCIA","1,140€","1,235€","1,065€"
"Palmas (Las)","DISA","CARRETERA CTRA GENERAL DEL NORTE KM. 35,800, AGAETE","1,083€","1,208€","0,988€"
"Palmas (Las)","COOP.TAXIS.TELDE","CALLE CANOVAS DEL CASTILLO, 114, TELDE","1,079€","€","0,974€"
"Palmas (Las)","COMBUSTIBLES CANARIOS","CARRETERA ARECIFE-YAIZA KM. 18,150, YAIZA","1,109€","1,159€","1,059€"
"Palmas (Las)","CEPSA TINAJO","AVENIDA LAS VEGAS, 9, TINAJO","1,129€","1,229€","1,069€"
"Palmas (Las)","CEPSA TAXISTAS S.AGUSTIN","AVENIDA ALEJANDRO DEL CASTILLO, 1, SAN BARTOLOME TIRAJANA","1,080€","1,199€","0,989€"
"Palmas (Las)","CEPSA SIETE PALMAS","AVENIDA PINTOR FELO MONZON, 48, PALMAS DE GRAN CANARIA (LAS)","1,079€","1,219€","0,999€"
"Palmas (Las)","CEPSA PUERTO ROSARIO","AVENIDA JUAN DE BETHENCOURT, 24, PUERTO DEL ROSARIO","1,066€","1,235€","1,003€"
"Palmas (Las)","CEPSA POZO IZQUIERDO","CALLE CASA SANTA, 23, SANTA LUCIA","1,059€","1,189€","0,949€"
"Palmas (Las)","CEPSA PLAZA DEL PINO","PASEO CHIL, 2, PALMAS DE GRAN CANARIA (LAS)","1,077€","1,197€","0,977€"
"Palmas (Las)","CEPSA OPER CANARIOS S,L.","CARRETERA GENERAL DEL SUR KM 13 KM. 13, TELDE","1,069€","1,193€","0,959€"
"Palmas (Las)","CEPSA OPER CANARIOS S,L.","CALLE ANSITE, 100, AGUIMES","1,076€","1,189€","0,956€"
"Palmas (Las)","CEPSA OPER CANARIOS S,L.","AUTOVIA GC-2 KM. 5,2, ARUCAS","1,079€","1,223€","0,969€"
"Palmas (Las)","CEPSA MUELLE GRANDE","LUGAR EXPLANADA TOMAS QUEVEDO, S/N, PALMAS DE GRAN CANARIA (LAS)","1,049€","1,206€","0,969€"
"Palmas (Las)","CEPSA MASPALOMAS","CARRETERA C-812 KM. 56,8, MASPALOMAS","1,080€","1,199€","0,989€"
"Palmas (Las)","CEPSA LOS PORTALES (TEXACO)","CARRETERA GC-43 KM. 4,800, ARUCAS","1,079€","1,199€","0,989€"
"Palmas (Las)","CEPSA LOS ALMENDROS","AVENIDA LOS ALMENDROS, 42, VALSEQUILLO","1,070€","1,192€","0,960€"
"Palmas (Las)","CEPSA LAS TORRES (TEXACO)","URB. DÍAZ CASANOVA, 2, PALMAS DE GRAN CANARIA (LAS)","1,079€","1,209€","0,979€"
"Palmas (Las)","CEPSA LA MARINA","MUELLE MUELLE DEPORTIVO DE LAS PALMAS, S/N, PALMAS DE GRAN CANARIA (LAS)","1,093€","1,201€","1,009€"
"Palmas (Las)","CEPSA LA CAZUELA","CARRETERA CTRA. GRAL. DE TENOYA, 1 FINCA EL CANONIGO KM. 1, PALMAS DE GRAN CANARIA (LAS)","1,089€","1,209€","0,989€"
